Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
The Hunger Games: Catching Fire,2013,Francis Lawrence,"['Science Fiction', 'Adventure', 'Action']",3.5,3.73,146,['USA'],English,['English'],1506332,100789,342931,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks', 'Donald Sutherland', 'Lenny Kravitz', 'Philip Seymour Hoffman', 'Jeffrey Wright', 'Stanley Tucci', 'Toby Jones', 'Willow Shields', 'Sam Claflin', 'Lynn Cohen', 'Jena Malone', 'Bobby Jordan', 'Amanda Plummer', 'Jack Quaid', 'Taylor St. Clair', 'Sandra Ellis Lafferty', 'Paula Malcomson', 'Bruce Bundy', 'Nelson Ascencio', 'Afemo Omilami', 'Kimberley Drummond', 'Deena Beasley', 'Leon Lamar', 'Mandy Neuhaus', 'Erika Bierman', 'Wilbur Fitzgerald', 'Patrick St. Esprit', 'Jill Jane Clements', 'James Sutton', 'Alan Ritchson', 'Stephanie Leigh Schlund', 'Meta Golding', 'Megan Hayes', 'Stef Dawson', 'James Logan', 'E. Roger Mitchell', 'Bruno Gunn', 'Maria Howell', 'Judd Lormand', 'Elena Sanchez', 'John Casino', 'Marian Green', 'Daniel Bernhardt', 'Ravi Naidu', 'Franco Castan', 'Jared Allman', 'Laura Avnaim', 'Noëlle Renée Bercy', 'Jackson Spidell', 'Nickolas Wolf', 'Moses J. Moseley']","['Lionsgate', 'Color Force']",https://letterboxd.com//film/the-hunger-games-catching-fire/
Thor: The Dark World,2013,Alan Taylor,"['Action', 'Adventure', 'Fantasy']",2,2.22,112,['USA'],English,['English'],1231556,174001,124658,"['Chris Hemsworth', 'Natalie Portman', 'Tom Hiddleston', 'Anthony Hopkins', 'Christopher Eccleston', 'Jaimie Alexander', 'Zachary Levi', 'Ray Stevenson', 'Tadanobu Asano', 'Idris Elba', 'Rene Russo', 'Adewale Akinnuoye-Agbaje', 'Kat Dennings', 'Stellan Skarsgård', 'Alice Krige', 'Clive Russell', 'Jonathan Howard', 'Ramone Morgan', 'Obada Alassadi', 'Imaan Chentouf', 'Claire Brown', 'Henry Calcutt', 'Ava Caton', 'Abbie McCann', 'Thomas Arnold', 'Sam Swainsbury', 'Connor Donaghey', 'Royce Pierreson', 'Annabel Norbury', 'Sophie Cosson', ""Chris O'Dowd"", 'Justin Edwards', 'Gruffudd Glyn', 'Richard Brake', 'Stan Lee', 'Steve Scott', 'Brett Tucker', 'Talulah Riley', 'Richard Wharton', 'Tony Curran', 'Chris Evans', 'Benicio del Toro', 'Ophelia Lovibond', 'Elsa Pataky', 'Joe Cash', 'Kamay Lau']",['Marvel Studios'],https://letterboxd.com//film/thor-the-dark-world/
Her,2013,Spike Jonze,"['Science Fiction', 'Drama', 'Romance']",4,4.04,126,['USA'],English,['English'],1708869,229431,638067,"['Joaquin Phoenix', 'Scarlett Johansson', 'Amy Adams', 'Rooney Mara', 'Chris Pratt', 'Olivia Wilde', 'Matt Letscher', 'Portia Doubleday', 'Spike Jonze', 'Bill Hader', 'Kristen Wiig', 'Artt Butler', 'SoKo', 'Brian Cox', 'Luka Jones', 'Sam Jaeger', 'Pramod Kumar', 'Evelyn Edwards', 'Lil Buck', 'Lynn Adrianna', 'Lisa Renee Pitts', 'Gabe Gomez', 'May Lindstrom', 'David Azar', 'Guy Lewis', 'Melanie Seacat', 'Steve Zissis', 'Dane White', 'Nicole Grother', 'James Ozasky', 'Samantha Sarakanti', 'Gracie Prewitt', 'Claudia Choi', 'Laura Kai Chen', 'Wendy Leon', 'Alia Janine', 'Brian D. Johnson', 'Robert Benard', 'Lisa Cohen', 'Grant Samson']","['Annapurna Pictures', 'Warner Bros. Pictures']",https://letterboxd.com//film/her/
Enemy,2013,Denis Villeneuve,"['Thriller', 'Mystery']",4,3.65,91,"['Canada', 'France', 'Spain']",English,['English'],452401,98689,115301,"['Jake Gyllenhaal', 'Mélanie Laurent', 'Sarah Gadon', 'Isabella Rossellini', 'Joshua Peace', 'Tim Post', 'Kedar Brown', 'Darryl Dinn', 'Megan Mane', 'Misha Highstead', 'Alexis Uiga', 'Kiran Friesen', 'Loretta Yu', 'Stephen R. Hart', 'Paul Stephen']","['Rhombus Media', 'Roxbury Pictures', 'Mecanismo Films', 'micro_scope', 'Entertainment One', 'Pathé']",https://letterboxd.com//film/enemy/
Rush,2013,Ron Howard,"['Drama', 'Action']",4,3.78,123,"['UK', 'USA']",English,"['English', 'German', 'Italian', 'French']",293805,34897,67070,"['Chris Hemsworth', 'Daniel Brühl', 'Olivia Wilde', 'Alexandra Maria Lara', 'Pierfrancesco Favino', 'David Calder', 'Natalie Dormer', 'Stephen Mangan', 'Christian McKay', 'Alistair Petrie', 'Colin Stinton', 'Julian Rhind-Tutt', 'Jamie de Courcey', ""Augusto Dall'Ara"", 'Ilario Calvo', 'Patrick Baladi', 'Vincent Riotta', 'Martin Savage', 'Jamie Sives', 'Simon Taylor', 'Rob Austin', 'Tom Wlaschiha', 'Cristian Solimeno', 'James Norton', 'Joséphine de la Baume', 'Geoffrey Streatfeild', 'Julien Vialon', 'Douglas Reith', 'Polly Furnival', 'Brooke Johnston', 'Hannah Britland', 'Lisa McAllister', 'Hans-Eckart Eckhardt', 'Vanessa Zachos', 'Xavier Laurent', 'Val Jobara', 'Zack Eisaku Niizato', 'Akira Koieyama', 'Klaus D. Mund', 'Folker Banik', 'Andreas Engelmann', 'Christopher Wolert', 'Jochen Kolenda', 'Roger Nevares', 'Vanda Dadras', 'Raffaello Degruttola', 'Luca Zizzari', 'Alastair Caldwell', 'Alan Bayer', 'Joe Ferrara', 'Bob Constanduros', 'Christian Feist', 'Marco Canadea', 'Eiji Mihara', 'Demetri Goritsas', 'Jay Simpson', 'Philippe Spall', 'Erich Redman', 'Marcello Walton', 'Masashi Fujimoto', 'Rob Cavazos', 'Paulo Barone', 'Francesco Fronte', 'Morris Morrison', 'Luca Naddeo', 'Marco Napoli', 'Cristian Stelluti', 'Scott Hopkins', 'Matthew Watkinson', 'Anthony Wolfe', 'Jeremy Wolfe', 'Mark Wright', 'Eddie Bagayawa', 'Lee Nicholas Harris', 'Michael Vardian', 'Niki Lauda', 'Joanna Finata', 'Daniel Chapple']","['Revolution Films', 'Working Title', 'Imagine Entertainment']",https://letterboxd.com//film/rush-2013/
Prisoners,2013,Denis Villeneuve,"['Thriller', 'Crime', 'Drama']",5,4.28,153,['USA'],English,['English'],1170622,198888,430521,"['Hugh Jackman', 'Jake Gyllenhaal', 'Maria Bello', 'Terrence Howard', 'Paul Dano', 'Viola Davis', 'Melissa Leo', 'Dylan Minnette', 'Zoë Soul', 'Wayne Duvall', 'David Dastmalchian', 'Len Cariou', 'Sandra Ellis Lafferty', 'Erin Gerasimovich', 'Kyla-Drew', 'Brad James', 'Anthony Reynolds', 'Robert C. Treveiler', 'Victoria Staley', 'Todd Truley', 'Brian Daye', 'Alisa Harris', 'Robert Mello', 'Jeff Pope', 'Rodrick Goins', 'Mark Drum', 'Lana Yoo', 'Pam Smith', 'Gloria Webber', 'Michelle Keller', 'John Atwood', 'Stacy Melich', 'J. Omar Castro', 'Jane McNeill', 'Brody Rose']","['Alcon Entertainment', '8:38 Productions', 'Madhouse Entertainment']",https://letterboxd.com//film/prisoners/
12 Years a Slave,2013,Steve McQueen,"['Drama', 'History']",4.5,4.14,134,"['USA', 'UK']",English,['English'],729657,97959,166287,"['Chiwetel Ejiofor', 'Michael Fassbender', ""Lupita Nyong'o"", 'Benedict Cumberbatch', 'Paul Dano', 'Sarah Paulson', 'Adepero Oduye', 'Scoot McNairy', 'Paul Giamatti', 'Brad Pitt', 'Michael Kenneth Williams', 'Alfre Woodard', 'Chris Chalk', 'Taran Killam', 'Bill Camp', 'Kelsey Scott', 'Bryan Batt', 'Quvenzhané Wallis', 'Garret Dillahunt', 'Dwight Henry', 'Dickie Gravois', 'Ashley Dyke', 'Cameron Zeigler', 'Tony Bentley', 'Christopher Berry', 'Mister Mackey Jr.', 'Craig Tate', 'Storm Reid', 'Tom Proctor', 'Marc Macaulay', 'Vivian Fleming-Alvarez', 'Douglas M. Griffin', 'John McConnell', 'Marcus Lyle Brown', 'Richard Holden', 'Rob Steinberg', 'Anwan Glover', 'James C. Victor', 'Liza J. Bennett', 'Nicole Collins', 'J.D. Evermore', 'Andy Dylan', 'Deneen Tyler', 'Mustafa Harris', 'Gregory Bright', 'Austin Purnell', 'Thomas Francis Murphy', ""Andre De'Sean Shanks"", 'Kelvin Harrison Jr.', 'Scott M. Jefferson', 'Isaiah Jackson', 'Topsy Chapman', 'Devin Maurice Evans', 'Jay Huguley', 'Devyn A. Tyler', 'Willo Jean-Baptiste', 'Jason Ament', 'Jon Arthur', 'Sean Paul Braud', 'Blake Burt', 'Carroll Burt', 'Edward J. Clare', 'JJ Coker', 'Haylie Creppel', 'Justin Edward Davis', 'Jim Johnson', 'Mark Joyce', 'John C. Klein', ""Gerard 'Jerry' Lewis"", 'Kevonte Mcdonald', 'Ritchie Montgomery', 'Jason Owen', 'Shawn Parsons', 'Haley Powell', 'Wayne Pére', 'Terrell Ransom Jr.', 'Erin Rementer', 'Andre Robinson', 'Corrina Roshea Bobb', 'Jarett Shorts', 'Chaz Smith', 'Tyler Soerries', 'Tre Tureaud', 'Justin Christopher Vaughn', 'Bob Walker', 'Caroline Grace Williamson', 'Timothy Wyant']","['New Regency Pictures', 'Plan B Entertainment', 'River Road Entertainment', 'Regency Enterprises', 'Film4 Productions']",https://letterboxd.com//film/12-years-a-slave/
Gravity,2013,Alfonso Cuarón,"['Thriller', 'Drama', 'Science Fiction']",2.5,3.5,91,"['UK', 'USA']",English,['English'],997090,89951,191647,"['Sandra Bullock', 'George Clooney', 'Ed Harris', 'Orto Ignatiussen', 'Phaldut Sharma', 'Amy Warren', 'Basher Savage']","['Esperanto Filmoj', 'Warner Bros. Pictures', 'Heyday Films']",https://letterboxd.com//film/gravity-2013/
The Wolverine,2013,James Mangold,"['Science Fiction', 'Action', 'Adventure']",3.5,2.94,126,['USA'],English,"['English', 'Japanese']",575393,57881,68828,"['Hugh Jackman', 'Tao Okamoto', 'Rila Fukushima', 'Hal Yamanouchi', 'Hiroyuki Sanada', 'Svetlana Khodchenkova', 'Will Yun Lee', 'Brian Tee', 'Ken Yamamura', 'Famke Janssen', 'Nobutaka Aoyagi', 'Seiji Funamoto', 'Shinji Ikefuji', 'Qyoko Kudo', 'Nobuaki Kakuda', 'Chiharu Mizuno', 'Takao Kinoshita', 'Conrad Coleby', 'Taris Tyler', 'Sarah Naylor-Liddell', 'Joshua Remilton', 'Andy Owens', 'Allan Poppleton', 'Geoff Burke', 'Yasuyo Shiba', 'Mai Ishikawa', 'Yaeko Kimura', 'Ryuta Kimura', 'Briden Starr', 'Maria Lukasheva', 'Tess Haubrich', 'Taki Abe', 'William Takayanagi-Temm', 'Kuni Hashimoto', 'Erich Chikashi Linzbichler', 'Shingo Usami', 'Naoya Ogawa', 'Atsushi Sawada', 'Takashi Matsuyama', 'Masa Yamaguchi', 'Eric Laciste', 'Hideki Sugiguchi', 'Garret Sato', 'Kosuke Masano', 'Yoji Tatsuta', 'Yoshinori Fukushige', 'Hiroshi Kasuga', 'Yumiko Nakamura', 'Kimi', 'Keiko Matsumoto', 'Louis Toshio Okada', 'Jon Valera', 'Yasushi Asaya', 'Jeremy Marinas', 'Ola Endress', 'Patrick Stewart', 'Ian McKellen']","[""The Donners' Company"", '20th Century Fox']",https://letterboxd.com//film/the-wolverine/
World War Z,2013,Marc Forster,"['Horror', 'Drama', 'Action', 'Thriller', 'Science Fiction']",3,3.08,116,"['Malta', 'UK', 'USA']",English,['English'],811448,49338,115897,"['Brad Pitt', 'Mireille Enos', 'Daniella Kertesz', 'James Badge Dale', 'Ludi Boeken', 'Matthew Fox', 'Fana Mokoena', 'David Morse', 'Elyes Gabel', 'Sterling Jerins', 'Peter Capaldi', 'Pierfrancesco Favino', 'Ruth Negga', 'Moritz Bleibtreu', 'Abigail Hargrove', 'Fabrizio Guido', 'David Andrews', 'John Gordon Sinclair', 'Grégory Fitoussi', 'Jane Perry', 'Lucy Russell', 'Mark Holden', 'Tim Berrington', 'Konstantin Khabenskiy', 'Michiel Huisman', 'Ann Ogbomo', 'Jonathan Howard', 'Mike Noble', 'Ernesto Cantu', 'Vicky Araico', 'Graham Hornsby', 'Nick Bartlett', 'Kevin Kiely Jnr', 'Ruari Cannon', 'Ryen Perkins-Gangnes', 'Khalid Laith', 'Noa Bodner', 'Troy Glasgow', 'Julia Levy-Boeken', 'Lee Nicholas Harris', 'Assaf Ben-Shimon', 'Gil Cohen-Alloro', 'Yaniv Rokah', 'Shaul Ezer', 'Linoy Aynesaz', 'Efrat Avni', 'Maisam Masri', 'Renu Setna', 'Ori Pfeffer', 'Imran Mraish', 'Yousef Hayyan Jubeh', 'Josh Wingate', 'Richard Thomson', 'Ewan Ross', 'Song Xuan Ke', 'Christian Wong', 'Denis Ischenko', 'Nikola Đuričko', 'Elen Rhys', 'Paula Videniece', 'Doron Davidson', 'Lee Colley', 'Michael Jenn', 'Sarah Amankwah', 'Anna Biczik', 'Gábor Czap', 'Katalin Dombi', 'Eniko Fulop', 'Istvan Karikas', 'Andrea Meszaros', 'Gergely Mészáros', 'Peter Molnár', 'Lambert Tóth', 'Roland Tzafetás', 'Jeno Radi', 'Adam Zambryzcki', 'Maddox Jolie-Pitt', 'Alma Rix', 'Darren Kendrick', 'Ryan Hartwig', 'Taylor Murphy', 'Dayle Teegarden']","['GK Films', 'Paramount', 'Hemisphere Media Capital', '2DUX²', 'Apparatus Productions', 'Latina Pictures', 'Skydance', 'Plan B Entertainment']",https://letterboxd.com//film/world-war-z/
Despicable Me 2,2013,"Pierre Coffin, Chris Renaud","['Animation', 'Comedy', 'Family']",3.5,3.05,98,['USA'],English,['English'],713113,37831,76465,"['Steve Carell', 'Kristen Wiig', 'Benjamin Bratt', 'Miranda Cosgrove', 'Russell Brand', 'Ken Jeong', 'Steve Coogan', 'Elsie Fisher', 'Dana Gaier', 'Moisés Arias', 'Nasim Pedrad', 'Kristen Schaal', 'Pierre Coffin', 'Chris Renaud', 'Nickolai Stoilov', 'Vanessa Bayer', 'Ava Acres', 'Lori Alan', 'Jack Angel', 'Eva Bella', 'Georgia Cook', 'John Cygan', 'Debi Derryberry', 'Jess Harnell', 'Danny Mann', 'Mona Marshall', 'Mickie McGowan', 'Mason McNulty', 'Alec Medlock', 'Laraine Newman', 'Jan Rabson', 'Andre Robinson', 'Katie Silverman', 'Casey Simpson', 'Claira Nicole Titman', 'Jim Ward', 'April Winchell', 'Joe Matthews']","['Illumination', 'Universal Pictures']",https://letterboxd.com//film/despicable-me-2/
Man of Steel,2013,Zack Snyder,"['Action', 'Adventure', 'Science Fiction']",4,2.97,143,"['UK', 'USA']",English,['English'],855787,108787,124325,"['Henry Cavill', 'Amy Adams', 'Michael Shannon', 'Diane Lane', 'Russell Crowe', 'Kevin Costner', 'Laurence Fishburne', 'Christopher Meloni', 'Antje Traue', 'Harry Lennix', 'Richard Schiff', 'Ayelet Zurer', 'Rebecca Buller', 'Michael Kelly', 'Mackenzie Gray', 'Richard Cetrone', 'Samantha Win', 'Julian Richings', 'Mary Black', 'Dylan Sprayberry', 'Christina Wren', 'Cooper Timberline', 'David James Lewis', 'Tahmoh Penikett', 'Doug Abrahams', 'Brad Kelly', 'David Paetkau', 'Elizabeth Thai', 'Ian Rozylo', 'Alessandro Juliani', 'Kwesi Ameyaw', 'Mike Dopud', 'Jack Foley', 'Jadin Gould', 'Robert Gerdisch', 'Ryan Mitchell', 'Alexa Gengelbach', 'Stephanie Kraft Song', 'Caroline Thomas', 'Coburn Goss', 'Lesley Bevan', 'Chad Krowchuk', 'Ian Tracey', 'Carmen Lavigne', 'Howard Siegel', 'Heidi Kettering', 'Justin Butler', 'Jacqueline Scislowski', 'Danny Coonley', 'Sally Elling', 'Joseph Cranford', 'Clint Carleton', 'Mark Gibbon', 'Stuart Ambrose', 'Tom Nagel', 'Jackson Berlin', 'George Canyon', 'Kyle Riefsnyder', 'Aaron Smolinski', 'Carla Gugino', 'Bruce Bohne', 'Rowen Kahn', 'Robert Moloney', 'Sean Campbell', 'Aaron Pearl', 'Rebecca Spence', 'Joe Miñoso', 'Brian King', 'Madison Moran', 'Gabe Darley', 'Bridgett Newton', 'Revard Dufresne', 'Apollonia Vanova', 'Dan Aho', 'Ronald W. Gibbs', 'Chris Palermo', 'Edmundo Raul Sanchez', 'Nicholas W. von Zill', 'Allison Crowe', 'Nick Touchie', 'Eileen Touchie', 'Malcolm Scott', 'Rondel Reynoldson', 'Johnny Otto', 'Autumn Snyder']","['DC Entertainment', 'Syncopy', 'Peters Entertainment', 'Warner Bros. Pictures']",https://letterboxd.com//film/man-of-steel/
The Purge,2013,James DeMonaco,"['Science Fiction', 'Thriller', 'Horror']",2,2.67,86,"['France', 'USA']",English,['English'],604060,46328,62387,"['Ethan Hawke', 'Lena Headey', 'Max Burkholder', 'Adelaide Kane', 'Edwin Hodge', 'Rhys Wakefield', 'Tony Oller', 'Arija Bareikis', 'Tom Yi', 'Chris Mulkey', 'Tisha French', 'Dana Bunch', 'Peter Gvozdas', 'John Weselcouch', 'Alicia Vela-Bailey', 'David Basila', 'Boima Blake', 'Nathan Clarkson', 'Jesse Jacobs', 'Mickey Facchinello', 'Chester Lockhart', 'Tyler Osterkamp', 'Rj Wolfe', 'Aaron Kuban', 'Karen Strassman', 'Cindy Robinson']","['Universal Pictures', 'Why Not Productions', 'Platinum Dunes', 'Blumhouse Productions']",https://letterboxd.com//film/the-purge/
Monsters University,2013,Dan Scanlon,"['Animation', 'Family']",4,3.34,104,['USA'],English,['English'],1032981,86447,160577,"['Billy Crystal', 'John Goodman', 'Steve Buscemi', 'Helen Mirren', 'Peter Sohn', 'Joel Murray', 'Sean Hayes', 'Dave Foley', 'Charlie Day', 'Alfred Molina', 'Tyler Labine', 'Nathan Fillion', 'Aubrey Plaza', 'Bobby Moynihan', 'Noah Johnston', 'Julia Sweeney', 'Bonnie Hunt', 'John Krasinski', 'Bill Hader', 'Beth Behrs', 'Bob Peterson', 'John Ratzenberger', 'Lori Alan', 'Carlos Alazraqui', 'Jack Angel', 'Bob Bergen', 'Gregg Berger', 'Rodger Bumpass', 'Neil Campbell', 'Ava Acres', 'Sherry Lynn', 'Paul Lazenby', 'Aramé Scott', 'Joseph John Schirle', 'Kristen Li', 'Davin Ransom', 'Raymond Ochoa', 'Calum John', 'Montse Hernandez', 'Mason Cook', 'Makenna Cowgill', 'Tyree Brown', 'Jack Bright', 'Isabella Acres', 'April Winchell', 'Colette Whitaker', 'Jim Ward', 'Marcia Wallace', 'David Theune', 'Tara Strong', 'Mindy Sterling', 'Joel Spence', 'Betsy Sodaro', 'Patrick Seitz', 'Dan Scanlon', 'Jan Rabson', 'Cristina Pucelli', 'Jeff Pidgeon', 'Dannah Feinglass Phirman', 'Donovan Patton', 'Bret Parker', ""Colleen O'Shaughnessey"", 'Laraine Newman', 'David Neher', 'Pam Murphy', 'Matthew Mercer', 'Alec Medlock', 'Allan McLeod', 'Mickie McGowan', 'Tricia McAlpin', 'Mona Marshall', 'Jason Marsden', 'Danny Mann', 'Dawnn Lewis', 'Elissa Knight', 'John Kassir', 'Brandon Johnson', 'Jess Harnell', 'Mike Hanford', 'Daniel Gerson', 'Teresa Ganzel', 'Donald Fullilove', 'Andy Fischer-Price', 'Keith Ferguson', 'Bill Farmer', 'Paul Eiding', 'Greg Dykstra', 'John Cygan', 'Sean Conroy', 'Patrick Carlyle', 'Natalie Jane Dang', 'Gage Davenport', 'Ethan Louis Samuels DiSalvio', 'Faith Goblirsch', 'Brooke Klinger', 'Nikolas Michailidis', 'Marley Pearson', 'Lindsay Lefler']","['Pixar', 'Walt Disney Pictures']",https://letterboxd.com//film/monsters-university/
Now You See Me,2013,Louis Leterrier,"['Thriller', 'Crime']",3.5,3.28,116,['USA'],English,"['English', 'French']",953975,45558,166713,"['Jesse Eisenberg', 'Mark Ruffalo', 'Woody Harrelson', 'Isla Fisher', 'Dave Franco', 'Mélanie Laurent', 'Morgan Freeman', 'Michael Caine', 'Michael Kelly', 'Common', 'David Warshofsky', 'José Garcia', 'Jessica Lindsey', 'Caitríona Balfe', 'Stephanie Honoré', 'Stanley Wong', 'Laura Cayouette', 'Douglas M. Griffin', 'Adam Shapiro', 'J. LaRose', 'Justine Wachsberger', 'Christian Gazio', 'Benoit Cransac', ""Conan O'Brien"", 'Samantha Beaulieu', 'Odessa Feaster', 'Shannon Hand', 'Nicki Daniels Jr.', 'Wendy Miklovic', 'Brad Abrell', 'Randy Rousseau', 'Hunter Burke', 'Brian Tucker', 'Teddy Cañez', 'Joe Chrest', 'Kerry Cahill', 'Diego Miró', 'Adella Gautier', 'Han Soto', 'Jaren Mitchell', 'Scott Shilstone', 'Zac Waggener', 'Caleb Michaelson', 'Anthony Molinari', 'Griff Furst', 'Kateryn Swann', 'Kevin Roy', 'Kenneth Herrington', 'Andy Ryan', 'Erik Blake', 'Catherine Kim Poon', 'Michael Hartson', 'Elias Koteas', 'David Joseph Martinez']","['Summit Entertainment', 'K/O Paper Products', 'SOIXAN7E QUIN5E', 'See Me Louisiana']",https://letterboxd.com//film/now-you-see-me/
The Hangover Part III,2013,Todd Phillips,['Comedy'],2.5,2.51,100,['USA'],English,['English'],380794,20908,35635,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Justin Bartha', 'Ken Jeong', 'John Goodman', 'Melissa McCarthy', 'Jeffrey Tambor', 'Heather Graham', 'Mike Epps', 'Sasha Barrese', 'Jamie Chung', 'Sondra Currie', 'Gillian Vigman', 'Oliver Cooper', 'Mike Vallely', 'Grant Holmquist', 'Oscar Torre', 'Jonny Coyne', 'Silvia Curiel', 'Betty Murphy', 'Jim Lau', 'Lela Loren', 'Harrison Forsyth', 'Scott Anthony Leet', 'Tim Sitarz', 'Roger Schueller', 'Jenny Ladner', 'Max Aronoff-Sher', 'Emma Wetzel', 'Todd Phillips', 'Danny Le Boyer', 'Damion Poitier', 'Lewis Tan', 'Tiffany Tynes']","['Green Hat Films', 'Legendary Pictures', 'BenderSpink']",https://letterboxd.com//film/the-hangover-part-iii/
Inside Llewyn Davis,2013,"Joel Coen, Ethan Coen","['Music', 'Drama']",4.5,4.04,104,"['France', 'UK']",English,['English'],383841,112855,120974,"['Oscar Isaac', 'Carey Mulligan', 'John Goodman', 'Garrett Hedlund', 'Justin Timberlake', 'Adam Driver', 'F. Murray Abraham', 'Robin Bartlett', 'Max Casella', 'Jerry Grayson', 'Ethan Phillips', 'Jeanine Serralles', 'Stark Sands', 'Alex Karpovsky', 'Benjamin Pike', 'Jake Ryan', 'Helen Hong', 'Bradley Mott', 'Michael Rosner', 'Bonnie Rose', ""Jack O'Connell"", 'Ricardo Cordero', 'Sylvia Kauders', 'Ian Jarvis', 'Diane Findlay', 'Declan Bennett']","['StudioCanal', 'Anton Capital Entertainment']",https://letterboxd.com//film/inside-llewyn-davis/
The Great Gatsby,2013,Baz Luhrmann,"['Romance', 'Drama']",3.5,3.35,143,"['USA', 'Australia']",English,['English'],1207941,81405,247428,"['Leonardo DiCaprio', 'Tobey Maguire', 'Carey Mulligan', 'Joel Edgerton', 'Elizabeth Debicki', 'Isla Fisher', 'Jason Clarke', 'Amitabh Bachchan', 'Callan McAuliffe', 'Adelaide Clemens', 'Steve Bisley', 'Richard Carter', 'Jack Thompson', 'Vince Colosimo', 'Max Cullen', 'Mal Day', 'Charlize Skinner', 'Brendan Maclean', 'Kate Mulvany', 'Kahlia Greksa', 'Garrett William Fountain', 'David Furlong', 'Daniel Gill', 'Iota', 'Barry Otto', ""John O'Connell"", 'Ben McIvor', 'Brian Rooney', 'Gemma Ward', 'Goran D. Kleut', 'Denning Isles', 'Ryan Cooper', 'Kate Rutherford', 'Heather Mitchell', 'Nick Tate', 'Leah Wood']","['Warner Bros. Pictures', 'Village Roadshow Pictures', 'Bazmark', 'Red Wagon Entertainment', 'A&E Television Networks']",https://letterboxd.com//film/the-great-gatsby-2013/
Iron Man 3,2013,Shane Black,"['Action', 'Adventure', 'Science Fiction']",3.5,3.0,130,['USA'],English,['English'],1485321,193112,242885,"['Robert Downey Jr.', 'Gwyneth Paltrow', 'Don Cheadle', 'Guy Pearce', 'Ben Kingsley', 'Ty Simpkins', 'William Sadler', 'Rebecca Hall', 'Stephanie Szostak', 'James Badge Dale', 'Miguel Ferrer', 'Jon Favreau', 'Paul Bettany', 'Dale Dickey', 'Wang Xueqi', 'Shaun Toub', 'Matthew Sterling Nye', 'Pat Kiernan', 'Josh Elliott', 'Megan Henderson', 'Thomas Roberts', 'Bill Maher', 'Joan Rivers', 'George Kotsiopoulos', ""Bronte D'Esposito"", 'Noah Visconti', 'Ashley Hamilton', 'Brooke Jayne Taylor', 'Kim Dean', 'Glenn Foster', 'Anthony Reynolds', 'Kendrick Cross', 'Tom Clark', 'Brian Schaeffer', 'John Eddins', 'Spencer Garrett', 'Rockey Dickey Jr.', 'Drew Michael Hershner', 'Sarah Burkhardt', 'Jan Broberg', 'Andrew Lauer', 'Nate Bynum', 'Andrew Lander', 'Tom Virtue', 'Roy McCrerey', 'Serdar Kalsin', 'Demetrois Hodges', 'Bobby Tisdale', 'Yvonne Zima', 'Stan Lee', 'Adam Pally', 'James Rackley', 'Cullen Moss', 'Jake Dewitt', 'Rebecca Mader', 'Kevin Arnold', 'Juan C. Bofill', 'David Anthony Buglione', 'Adam Lytle', ""Paul Andrew O'Connor"", 'Phil Ortiz', 'Gwendalyn Barker', 'Steve Wilder', 'Luciana Faulhaber', 'Kary Musa', 'Mike Massa', 'Mark Kubr', 'Si-Fu Eric Oram', 'Naomi Parshin', 'Aurelia Riley', 'Johanna Yunda', 'Wesley Thompson', 'Jenna Ortega', 'T. C. Anyachonkeya', 'Chad Kurtz', 'Cal Johnson', 'Corey Hawkins', 'Linden Ashby', 'Sarah Farooqui', 'Sala Baker', 'Kial Butler', 'Nick Brandon', 'Dan Brown', 'Fernando Chien', 'Ilram Choi', 'Brycen Counts', 'Kiante Elam', 'Dane Farwell', 'Mark Fichera', 'Colin Follenweider', 'Aja Frary', 'Mark Ginther', 'Adrian Gonzalez', 'Dennis Keiffer', 'Samuel Le', 'Tara Macken', 'William Morts', 'Jade Quon', 'J. C. Robaina', 'Markos Rounthwaite', 'Philip J. Silvera', 'Brian Simpson', 'Mark Aaron Wagner', 'Chris Gethard', 'Nick W. Nicholson', 'Bridger Zadina', 'Mark Ruffalo', 'Johnny Otto', 'Vince Offer']",['Marvel Studios'],https://letterboxd.com//film/iron-man-3/
Oblivion,2013,Joseph Kosinski,"['Action', 'Adventure', 'Mystery', 'Science Fiction']",3,3.08,124,['USA'],English,['English'],298101,26600,39686,"['Tom Cruise', 'Morgan Freeman', 'Olga Kurylenko', 'Andrea Riseborough', 'Nikolaj Coster-Waldau', 'Melissa Leo', 'Zoë Bell', 'Abigail Lowe', 'Isabelle Lowe']","['Universal Pictures', 'Relativity Media', 'Monolith Pictures (III)', 'Chernin Entertainment', 'Radical Studios']",https://letterboxd.com//film/oblivion-2013/
Celal and Ceren,2013,Togan Gökbakar,"['Comedy', 'Romance']",3,2.68,109,['Turkey'],Turkish,"['Turkish', 'English']",13938,384,376,"['Şahan Gökbakar', 'Ezgi Mola', 'Gökçen Gökçebağ', 'Dilşah Demir', 'Timur Kunt', 'Destan Batmaz']",[],https://letterboxd.com//film/celal-and-ceren/
